gameID,playerID,nRabbits,nSquirrels
1,1,7,2
1,2,4,2
1,3,0,0
1,4,1,2
2,5,7,2
2,6,3,0
2,7,2,2
2,8,2,3
3,9,1,0
3,10,3,1
3,11,3,2
3,12,8,1
4,13,4,3
4,14,1,2
4,15,1,0
4,16,5,0
5,17,4,2
5,18,0,0
5,19,0,0
5,20,5,2
6,21,3,2
6,22,0,0
6,23,3,0
6,24,8,1
7,25,6,2
7,26,5,1
7,27,2,2
7,28,5,2
8,29,0,0
8,30,5,4
8,31,1,0
8,32,1,3
9,33,5,2
9,34,4,0
9,35,7,2
9,36,2,1
10,37,1,0
10,38,6,3
10,39,5,2
10,40,2,1
11,41,1,3
11,42,6,3
11,43,2,1
11,44,0,1
12,45,3,2
12,46,1,0
12,47,1,0
12,48,3,0
13,49,1,1
13,50,0,4
13,51,6,2
13,52,8,1
14,53,1,1
14,54,0,0
14,55,6,2
14,56,2,1
15,57,7,1
15,58,0,1
15,59,6,3
15,60,5,2
16,61,0,0
16,62,0,0
16,63,1,1
16,64,2,3
17,65,1,0
17,66,2,2
17,67,4,4
17,68,5,4
18,69,1,0
18,70,5,1
18,71,6,1
18,72,3,2
19,73,0,0
19,74,7,2
19,75,1,1
19,76,4,2
20,77,3,3
20,78,7,2
20,79,3,0
20,80,1,0
21,81,2,3
21,82,0,1
21,83,3,0
21,84,5,1
22,85,5,2
22,86,1,3
22,87,2,0
22,88,3,0
23,89,5,2
23,90,3,1
23,91,4,0
23,92,0,0
24,93,5,1
24,94,1,2
24,95,2,3
24,96,3,1
25,97,1,1
25,98,5,1
25,99,2,2
25,100,0,0
26,101,2,1
26,102,6,2
26,103,3,1
26,104,3,6
27,105,0,0
27,106,5,2
27,107,2,0
27,108,0,0
28,109,2,1
28,110,6,2
28,111,3,4
28,112,1,0
29,113,3,3
29,114,6,1
29,115,6,1
29,116,3,1
30,117,5,1
30,118,3,1
30,119,1,2
30,120,0,1
31,121,2,1
31,122,2,0
31,123,4,2
31,124,2,1
32,125,5,1
32,126,7,1
32,127,0,2
32,128,5,1
33,129,1,1
33,130,3,4
33,131,3,1
33,132,3,0
34,133,1,1
34,134,1,0
34,135,6,3
34,136,2,0
35,137,8,1
35,138,2,0
35,139,0,0
35,140,5,4
36,141,0,0
36,142,5,1
36,143,5,1
36,144,5,3
37,145,0,1
37,146,7,2
37,147,4,1
37,148,5,2
38,149,3,3
38,150,5,2
38,151,0,0
38,152,9,0
39,153,3,6
39,154,4,2
39,155,3,1
39,156,4,1
40,157,5,2
40,158,1,0
40,159,1,2
40,160,0,2
41,161,3,0
41,162,4,1
41,163,1,2
41,164,1,0
42,165,1,0
42,166,0,0
42,167,2,1
42,168,4,1
43,169,4,1
43,170,4,1
43,171,3,3
43,172,2,4
44,173,4,3
44,174,1,3
44,175,6,1
44,176,2,1
45,177,5,0
45,178,2,1
45,179,1,0
45,180,2,2
46,181,3,3
46,182,5,3
46,183,4,4
46,184,6,2
47,185,1,1
47,186,4,2
47,187,0,0
47,188,8,1
48,189,8,1
48,190,5,4
48,191,6,0
48,192,7,1
49,193,6,2
49,194,2,0
49,195,6,2
49,196,1,1
50,197,1,1
50,198,0,0
50,199,0,0
50,200,0,1
51,201,3,1
51,202,0,0
51,203,1,0
51,204,3,1
52,205,5,0
52,206,4,0
52,207,4,1
52,208,2,2
53,209,2,2
53,210,0,0
53,211,7,2
53,212,2,0
54,213,3,0
54,214,0,0
54,215,3,1
54,216,3,4
55,217,3,2
55,218,0,0
55,219,7,2
55,220,5,2
56,221,6,2
56,222,0,0
56,223,1,1
56,224,5,1
57,225,7,2
57,226,3,1
57,227,1,1
57,228,0,0
58,229,7,1
58,230,1,0
58,231,0,0
58,232,4,4
59,233,1,2
59,234,0,3
59,235,3,0
59,236,2,1
60,237,6,1
60,238,3,4
60,239,5,1
60,240,0,0
61,241,1,1
61,242,5,4
61,243,1,0
61,244,7,1
62,245,1,2
62,246,1,2
62,247,1,2
62,248,0,0
63,249,3,0
63,250,0,0
63,251,0,0
63,252,0,0
64,253,4,2
64,254,1,0
64,255,3,3
64,256,3,3
65,257,2,0
65,258,3,5
65,259,2,1
65,260,2,0
66,261,4,4
66,262,0,0
66,263,1,1
66,264,2,2
67,265,6,3
67,266,0,0
67,267,1,0
67,268,6,0
68,269,7,2
68,270,5,0
68,271,0,0
68,272,1,0
69,273,0,1
69,274,5,3
69,275,3,3
69,276,1,1
70,277,3,3
70,278,4,4
70,279,4,3
70,280,3,0
71,281,5,1
71,282,6,0
71,283,1,0
71,284,2,2
72,285,4,0
72,286,1,2
72,287,5,4
72,288,0,0
73,289,2,1
73,290,7,2
73,291,4,1
73,292,0,1
74,293,5,4
74,294,6,2
74,295,5,2
74,296,2,1
75,297,2,1
75,298,7,2
75,299,4,0
75,300,7,2
76,301,4,2
76,302,0,0
76,303,1,1
76,304,4,2
77,305,1,0
77,306,3,2
77,307,4,0
77,308,2,0
78,309,4,4
78,310,1,1
78,311,1,0
78,312,5,0
79,313,6,2
79,314,0,0
79,315,7,2
79,316,0,0
80,317,0,0
80,318,7,0
80,319,2,1
80,320,1,1
81,321,3,2
81,322,1,0
81,323,1,0
81,324,4,1
82,325,0,0
82,326,0,2
82,327,2,2
82,328,1,0
83,329,3,3
83,330,3,0
83,331,5,4
83,332,2,0
84,333,7,1
84,334,2,0
84,335,3,3
84,336,0,0
85,337,6,3
85,338,6,3
85,339,2,0
85,340,1,1
86,341,2,0
86,342,3,0
86,343,3,4
86,344,6,1
87,345,0,5
87,346,4,0
87,347,3,2
87,348,1,1
88,349,2,4
88,350,6,3
88,351,4,2
88,352,2,0
89,353,0,0
89,354,6,2
89,355,4,4
89,356,5,0
90,357,5,3
90,358,1,0
90,359,4,1
90,360,4,5
91,361,5,2
91,362,7,1
91,363,7,1
91,364,1,0
92,365,4,1
92,366,5,2
92,367,5,0
92,368,1,0
93,369,3,1
93,370,5,1
93,371,3,0
93,372,4,2
94,373,4,3
94,374,7,2
94,375,7,1
94,376,2,2
95,377,5,0
95,378,5,2
95,379,4,4
95,380,0,2
96,381,3,0
96,382,5,3
96,383,6,3
96,384,1,0
97,385,4,1
97,386,7,2
97,387,0,1
97,388,3,1
98,389,1,1
98,390,3,0
98,391,4,2
98,392,4,1
99,393,4,2
99,394,6,2
99,395,2,2
99,396,2,0
100,397,2,5
100,398,5,0
100,399,4,1
100,400,7,0
101,401,4,2
101,402,1,1
101,403,7,2
101,404,2,1
102,405,2,3
102,406,3,1
102,407,0,0
102,408,0,0
103,409,8,0
103,410,3,3
103,411,1,0
103,412,0,0
104,413,5,1
104,414,7,2
104,415,3,3
104,416,4,2
105,417,4,1
105,418,0,0
105,419,2,1
105,420,2,1
106,421,8,0
106,422,2,2
106,423,2,1
106,424,5,3
107,425,2,0
107,426,7,2
107,427,8,1
107,428,6,1
108,429,5,4
108,430,4,2
108,431,2,2
108,432,4,4
109,433,2,2
109,434,6,2
109,435,3,3
109,436,3,1
110,437,1,1
110,438,0,2
110,439,2,1
110,440,0,0
111,441,6,2
111,442,2,2
111,443,4,2
111,444,7,2
112,445,2,4
112,446,0,0
112,447,4,1
112,448,4,3
113,449,3,2
113,450,0,2
113,451,6,3
113,452,4,3
114,453,1,3
114,454,1,1
114,455,6,3
114,456,4,5
115,457,8,1
115,458,1,0
115,459,3,5
115,460,2,1
116,461,4,1
116,462,0,0
116,463,0,0
116,464,5,1
117,465,5,0
117,466,5,0
117,467,2,1
117,468,6,3
118,469,2,1
118,470,3,2
118,471,1,0
118,472,3,0
119,473,6,3
119,474,6,3
119,475,3,0
119,476,3,2
120,477,2,2
120,478,1,1
120,479,6,3
120,480,3,3
121,481,0,0
121,482,3,2
121,483,1,2
121,484,5,2
122,485,3,1
122,486,2,3
122,487,0,0
122,488,5,2
123,489,3,1
123,490,2,1
123,491,5,1
123,492,6,2
124,493,1,1
124,494,3,0
124,495,7,0
124,496,3,1
125,497,2,0
125,498,5,2
125,499,6,0
125,500,0,0
126,501,2,2
126,502,1,2
126,503,0,0
126,504,2,3
127,505,1,1
127,506,0,1
127,507,0,1
127,508,1,8
128,509,1,2
128,510,1,6
128,511,0,3
128,512,3,4
129,513,0,0
129,514,1,4
129,515,0,1
129,516,1,8
130,517,2,4
130,518,2,7
130,519,3,2
130,520,0,1
131,521,0,0
131,522,2,7
131,523,1,6
131,524,0,0
132,525,2,5
132,526,0,2
132,527,2,5
132,528,1,2
133,529,1,1
133,530,0,3
133,531,0,0
133,532,0,6
134,533,1,4
134,534,0,3
134,535,0,0
134,536,0,5
135,537,2,3
135,538,3,6
135,539,1,3
135,540,2,5
136,541,4,5
136,542,5,4
136,543,2,5
136,544,3,3
137,545,0,1
137,546,2,0
137,547,2,3
137,548,1,1
138,549,3,5
138,550,1,2
138,551,0,1
138,552,1,8
139,553,4,5
139,554,2,4
139,555,1,0
139,556,1,8
140,557,1,4
140,558,0,3
140,559,2,3
140,560,0,0
141,561,2,1
141,562,1,2
141,563,0,4
141,564,1,3
142,565,3,0
142,566,2,6
142,567,3,4
142,568,0,4
143,569,0,2
143,570,3,6
143,571,1,5
143,572,1,3
144,573,1,1
144,574,2,3
144,575,0,2
144,576,2,2
145,577,2,1
145,578,3,1
145,579,0,1
145,580,0,2
146,581,4,2
146,582,2,3
146,583,1,2
146,584,3,6
147,585,1,3
147,586,0,4
147,587,1,7
147,588,2,2
148,589,1,5
148,590,2,6
148,591,1,4
148,592,2,7
149,593,0,1
149,594,1,1
149,595,0,0
149,596,2,5
150,597,0,4
150,598,0,0
150,599,0,1
150,600,0,3
151,601,0,8
151,602,2,6
151,603,2,1
151,604,1,5
152,605,2,6
152,606,0,8
152,607,1,2
152,608,0,5
153,609,0,1
153,610,2,4
153,611,0,2
153,612,1,0
154,613,4,5
154,614,0,8
154,615,1,6
154,616,3,5
155,617,1,3
155,618,0,0
155,619,1,5
155,620,2,6
156,621,2,0
156,622,2,3
156,623,0,1
156,624,1,2
157,625,2,4
157,626,2,7
157,627,2,3
157,628,2,3
158,629,2,6
158,630,2,7
158,631,2,4
158,632,4,4
159,633,3,6
159,634,2,6
159,635,0,0
159,636,0,4
160,637,1,5
160,638,4,5
160,639,3,6
160,640,1,2
161,641,2,4
161,642,3,4
161,643,0,1
161,644,1,6
162,645,0,3
162,646,1,2
162,647,0,1
162,648,2,7
163,649,0,1
163,650,0,0
163,651,2,6
163,652,5,3
164,653,1,1
164,654,3,3
164,655,1,3
164,656,0,1
165,657,1,5
165,658,1,5
165,659,0,4
165,660,1,5
166,661,0,5
166,662,0,2
166,663,1,0
166,664,0,0
167,665,0,5
167,666,1,1
167,667,0,2
167,668,0,0
168,669,1,6
168,670,1,4
168,671,2,5
168,672,0,3
169,673,1,6
169,674,3,3
169,675,0,0
169,676,0,0
170,677,1,6
170,678,2,5
170,679,1,6
170,680,3,5
171,681,1,8
171,682,0,0
171,683,0,6
171,684,1,1
172,685,3,6
172,686,1,4
172,687,0,2
172,688,0,0
173,689,0,1
173,690,0,2
173,691,0,0
173,692,0,0
174,693,2,6
174,694,2,5
174,695,1,6
174,696,0,2
175,697,0,0
175,698,3,3
175,699,1,3
175,700,0,1
176,701,0,5
176,702,1,2
176,703,2,2
176,704,0,3
177,705,1,6
177,706,0,4
177,707,1,4
177,708,4,5
178,709,2,4
178,710,1,4
178,711,1,3
178,712,3,5
179,713,0,1
179,714,0,0
179,715,2,0
179,716,3,3
180,717,0,3
180,718,1,2
180,719,1,6
180,720,4,3
181,721,0,2
181,722,2,2
181,723,1,3
181,724,1,4
182,725,3,5
182,726,3,3
182,727,1,4
182,728,1,5
183,729,2,5
183,730,0,2
183,731,2,3
183,732,2,4
184,733,1,8
184,734,0,6
184,735,1,3
184,736,0,1
185,737,2,3
185,738,0,0
185,739,2,4
185,740,1,3
186,741,0,0
186,742,2,5
186,743,3,4
186,744,1,8
187,745,2,6
187,746,3,5
187,747,1,0
187,748,3,6
188,749,3,1
188,750,4,5
188,751,0,2
188,752,1,7
189,753,0,4
189,754,3,2
189,755,3,4
189,756,6,3
190,757,3,5
190,758,3,5
190,759,1,2
190,760,1,6
191,761,2,3
191,762,0,1
191,763,2,7
191,764,0,4
192,765,1,8
192,766,0,0
192,767,0,0
192,768,0,0
193,769,3,4
193,770,0,3
193,771,3,3
193,772,0,1
194,773,1,6
194,774,1,3
194,775,2,3
194,776,3,2
195,777,1,5
195,778,0,1
195,779,2,1
195,780,2,6
196,781,2,1
196,782,1,1
196,783,1,5
196,784,1,5
197,785,3,4
197,786,0,1
197,787,1,2
197,788,2,5
198,789,0,3
198,790,0,8
198,791,0,3
198,792,0,0
199,793,1,2
199,794,1,8
199,795,5,2
199,796,3,2
200,797,3,4
200,798,0,0
200,799,0,2
200,800,1,5
201,801,0,0
201,802,1,7
201,803,0,2
201,804,4,3
202,805,4,4
202,806,1,3
202,807,0,4
202,808,1,1
203,809,4,5
203,810,3,4
203,811,2,4
203,812,3,4
204,813,0,4
204,814,2,5
204,815,0,2
204,816,3,4
205,817,2,1
205,818,4,4
205,819,1,3
205,820,1,1
206,821,3,5
206,822,0,1
206,823,3,3
206,824,1,1
207,825,1,2
207,826,0,1
207,827,0,3
207,828,1,1
208,829,1,7
208,830,1,3
208,831,1,5
208,832,0,0
209,833,0,2
209,834,2,1
209,835,2,3
209,836,4,5
210,837,0,1
210,838,2,0
210,839,3,6
210,840,2,6
211,841,0,0
211,842,0,0
211,843,0,3
211,844,0,1
212,845,0,1
212,846,1,5
212,847,1,3
212,848,2,3
213,849,1,4
213,850,0,0
213,851,3,5
213,852,3,6
214,853,0,7
214,854,2,5
214,855,4,2
214,856,0,1
215,857,0,1
215,858,0,3
215,859,1,3
215,860,2,4
216,861,1,2
216,862,1,4
216,863,0,0
216,864,0,1
217,865,1,3
217,866,2,6
217,867,0,0
217,868,1,2
218,869,0,0
218,870,0,0
218,871,1,8
218,872,0,4
219,873,0,2
219,874,2,2
219,875,3,6
219,876,2,3
220,877,1,1
220,878,0,0
220,879,0,0
220,880,1,3
221,881,1,4
221,882,3,2
221,883,2,1
221,884,1,3
222,885,1,2
222,886,3,4
222,887,1,0
222,888,0,1
223,889,0,3
223,890,2,2
223,891,1,8
223,892,1,2
224,893,1,5
224,894,2,7
224,895,2,6
224,896,1,1
225,897,1,1
225,898,3,5
225,899,2,3
225,900,1,3
226,901,2,3
226,902,1,2
226,903,2,6
226,904,2,4
227,905,1,2
227,906,1,0
227,907,2,6
227,908,4,4
228,909,1,1
228,910,0,0
228,911,2,1
228,912,2,4
229,913,1,4
229,914,2,5
229,915,0,5
229,916,1,8
230,917,3,4
230,918,2,7
230,919,1,2
230,920,0,3
231,921,4,5
231,922,0,5
231,923,1,1
231,924,0,2
232,925,3,5
232,926,2,4
232,927,1,6
232,928,1,5
233,929,3,6
233,930,5,4
233,931,2,7
233,932,0,2
234,933,0,4
234,934,1,2
234,935,1,7
234,936,2,4
235,937,4,4
235,938,0,0
235,939,1,6
235,940,2,6
236,941,4,5
236,942,2,6
236,943,1,0
236,944,0,5
237,945,1,7
237,946,1,8
237,947,2,6
237,948,0,3
238,949,0,4
238,950,2,5
238,951,0,4
238,952,2,4
239,953,5,2
239,954,2,6
239,955,2,2
239,956,0,6
240,957,1,4
240,958,0,1
240,959,2,0
240,960,0,0
241,961,2,7
241,962,0,0
241,963,0,1
241,964,1,5
242,965,3,5
242,966,0,8
242,967,2,5
242,968,0,0
243,969,1,2
243,970,0,7
243,971,2,1
243,972,0,5
244,973,0,2
244,974,0,1
244,975,3,1
244,976,2,4
245,977,0,0
245,978,4,5
245,979,3,5
245,980,2,6
246,981,1,4
246,982,2,2
246,983,0,4
246,984,1,5
247,985,0,1
247,986,0,1
247,987,1,8
247,988,1,0
248,989,0,7
248,990,3,6
248,991,0,0
248,992,2,2
249,993,2,3
249,994,2,6
249,995,0,5
249,996,5,4
250,997,1,1
250,998,1,0
250,999,2,6
250,1000,2,4
