id,participantIdentifier,participantIdentifierLastChangedAt,gameID,gameIDLastChangedAt,treatment,treatmentLastChangedAt,treatmentName,treatmentNameLastChangedAt,urlParams,urlParamsLastChangedAt,ended,endedLastChangedAt,participantID,participantIDLastChangedAt,intro,introLastChangedAt,introDone,introDoneLastChangedAt,exitStep,exitStepLastChangedAt,name,nameLastChangedAt,recipient,recipientLastChangedAt,exitSurvey,exitSurveyLastChangedAt,emojiArray,emojiArrayLastChangedAt
01HWDZZ56ERNVZ2SG25JDPSPAH,6101952cec239584a3ac4c45,2024-04-26T20:01:25.710083883Z,01HWE0MQJ0Y51NQYEGTD92FBPG,2024-04-26T20:14:06.701143049Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:14:06.701143049Z,rerun-unidirectional- 0.7,2024-04-26T20:14:06.701143049Z,{},2024-04-26T20:01:26.140205514Z,game failed,2024-04-26T20:19:08.797585804Z,01HWDZZ4JPYA92V2GZM0YE30MS,2024-04-26T20:01:25.710083883Z,,,,,,,,,,,,,,
01HWDZZSM0ZY571FYKF58XSYD3,5d62e141756469001948081a,2024-04-26T20:01:46.624888119Z,01HWDZATBYG8AA4193EJ9RRM5A,2024-04-26T20:01:46.635114706Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:01:46.635114706Z,rerun-unidirectional- 0.7,2024-04-26T20:01:46.635114706Z,{},2024-04-26T20:01:46.970273662Z,game ended,2024-04-26T20:16:47.622439772Z,01HWDZZRYQZWHFV5TGYRCRA9SQ,2024-04-26T20:01:46.624888119Z,4,2024-04-26T20:03:33.18732131Z,true,2024-04-26T20:03:36.236725018Z,1,2024-04-26T20:18:12.825532754Z,player 1,2024-04-26T20:06:50.607322734Z,01HWE02FH9VAQ912VHKVH0RPSB,2024-04-26T20:16:04.420838252Z,"{""age"":""22"",""gender"":""female"",""strength"":""i tried to answer honestly with what i truly believed"",""fair"":""yes"",""feedback"":""did not encounter any problems, it was a fun game"",""education"":""other"",""teammates"":""i think so "",""notes"":""yes, if they had more rabbits than squirrels then it was easier to decide  my answer"",""politics"":""left"",""geo"":""british"",""ethnicity"":""mixed""}",2024-04-26T20:18:12.816368392Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐇"",""🐿️""]",2024-04-26T20:06:50.607322734Z
01HWE01Y167Q3364SJ0AYK80KY,6504626ba617e3f1012c95ef,2024-04-26T20:02:56.678304685Z,01HWE0MQJ0Y51NQYEGTD92FBPG,2024-04-26T20:14:06.701143049Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:14:06.701143049Z,rerun-unidirectional- 0.7,2024-04-26T20:14:06.701143049Z,{},2024-04-26T20:02:56.840541774Z,game failed,2024-04-26T20:19:08.797585804Z,01HWE01XPGR47NSTHYX2QDK432,2024-04-26T20:02:56.678304685Z,2,2024-04-26T20:03:45.821641098Z,,,,,,,,,,,,
01HWE02FH9VAQ912VHKVH0RPSB,5f0788c06b220f03231666a0,2024-04-26T20:03:14.60105587Z,01HWDZATBYG8AA4193EJ9RRM5A,2024-04-26T20:03:14.615316578Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:03:14.615316578Z,rerun-unidirectional- 0.7,2024-04-26T20:03:14.615316578Z,{},2024-04-26T20:03:14.938411738Z,game ended,2024-04-26T20:16:47.622439772Z,01HWE02EW10VGK59C0303E6WQM,2024-04-26T20:03:14.60105587Z,4,2024-04-26T20:06:42.687823969Z,true,2024-04-26T20:06:48.740429314Z,1,2024-04-26T20:17:21.543280373Z,player 2,2024-04-26T20:06:50.607322734Z,01HWE0410N3808NPQQ6TKXZP0P,2024-04-26T20:16:04.420838252Z,"{""age"":""63"",""gender"":""female"",""strength"":""ok"",""fair"":""ok"",""feedback"":"""",""education"":""master"",""teammates"":""I think so"",""notes"":""yes"",""politics"":""centre"",""geo"":""british"",""ethnicity"":""white""}",2024-04-26T20:17:21.536513453Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐇""]",2024-04-26T20:06:50.607322734Z
01HWE038ZAZQSBTV7ZQDPVX3W5,5bfdd2bc11e618000158834f,2024-04-26T20:03:40.650910071Z,01HWE0MQJ0Y51NQYEGTD92FBPG,2024-04-26T20:14:06.701143049Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:14:06.701143049Z,rerun-unidirectional- 0.7,2024-04-26T20:14:06.701143049Z,{},2024-04-26T20:03:41.027494666Z,game failed,2024-04-26T20:19:08.797585804Z,01HWE038BK3Q6X04X64P3SD643,2024-04-26T20:03:40.650910071Z,1,2024-04-26T20:03:54.805082829Z,,,,,,,,,,,,
01HWE03NZQ1Y3NHNHEZ4REQR7S,5c33668916da980001530dab,2024-04-26T20:03:53.975833213Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:06:50.467939135Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:06:50.467939135Z,rerun-unidirectional- 0.7,2024-04-26T20:06:50.467939135Z,{},2024-04-26T20:03:54.277064808Z,game ended,2024-04-26T20:19:11.992139975Z,01HWE03ND64QGNH8EPTVAA1999,2024-04-26T20:03:53.975833213Z,4,2024-04-26T20:07:08.646709837Z,true,2024-04-26T20:07:25.552138568Z,1,2024-04-26T20:20:45.497728557Z,player 1,2024-04-26T20:08:16.066482676Z,01HWE0708XWBDCHCFEVP62Y8W0,2024-04-26T20:18:15.00641557Z,"{""age"":""66"",""gender"":""Male"",""strength"":""OK"",""fair"":""Yes"",""feedback"":""Not sure how many other players or if U was getting the same answer more than once from fewer than 11 others."",""education"":""other"",""teammates"":""Hopefully!"",""notes"":""Yes"",""politics"":""Liberal"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-26T20:20:45.503504147Z,"[""🐇"",""🐇"",""🐇"",""🐇"",""                                   ""]",2024-04-26T20:08:16.066482676Z
01HWE0410N3808NPQQ6TKXZP0P,63d6ce129c23bac34f740bf8,2024-04-26T20:04:05.270045506Z,01HWDZATBYG8AA4193EJ9RRM5A,2024-04-26T20:04:05.280040738Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:04:05.280040738Z,rerun-unidirectional- 0.7,2024-04-26T20:04:05.280040738Z,{},2024-04-26T20:04:05.607791242Z,game ended,2024-04-26T20:16:47.622439772Z,01HWE040BPPDA7J1QY2WZE0VKY,2024-04-26T20:04:05.270045506Z,4,2024-04-26T20:06:08.448736549Z,true,2024-04-26T20:06:16.080606881Z,1,2024-04-26T20:17:28.249524252Z,player 3,2024-04-26T20:06:50.607322734Z,01HWE045ZAANB0ZJYW1SSVC15E,2024-04-26T20:16:04.420838252Z,"{""age"":""41"",""gender"":""Male"",""strength"":""Moderate"",""fair"":""Yes"",""feedback"":"""",""education"":""bachelor"",""teammates"":""I assumed so"",""notes"":""No"",""politics"":""Centre"",""geo"":""UK"",""ethnicity"":""White""}",2024-04-26T20:17:28.240584477Z,"[""                                   "",""🐇"",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-26T20:06:50.607322734Z
01HWE045ZAANB0ZJYW1SSVC15E,654a99585d45be566c58d390,2024-04-26T20:04:10.346730604Z,01HWDZATBYG8AA4193EJ9RRM5A,2024-04-26T20:04:10.357337082Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:04:10.357337082Z,rerun-unidirectional- 0.7,2024-04-26T20:04:10.357337082Z,{},2024-04-26T20:04:10.410434756Z,game ended,2024-04-26T20:16:47.622439772Z,01HWE045VX1K7CBY0DSA2W9X66,2024-04-26T20:04:10.346730604Z,4,2024-04-26T20:06:38.4443387Z,true,2024-04-26T20:06:50.413872205Z,1,2024-04-26T20:18:07.236773556Z,player 4,2024-04-26T20:06:50.607322734Z,01HWDZZSM0ZY571FYKF58XSYD3,2024-04-26T20:16:04.420838252Z,"{""age"":""34"",""gender"":""male"",""strength"":""i'm not sure how well i did"",""fair"":""yes"",""feedback"":"""",""education"":""other"",""teammates"":""i think they were telling the truth"",""notes"":""no"",""politics"":""centre"",""geo"":""canada"",""ethnicity"":""black""}",2024-04-26T20:18:07.241475891Z,"[""🐿️"",""                                   "",""🐇""]",2024-04-26T20:06:50.607322734Z
01HWE04DJHC7SZB5792RQRE2Q4,646773ee52917a9524563180,2024-04-26T20:04:18.129942633Z,01HWE0MQJ0Y51NQYEGTD92FBPG,2024-04-26T20:14:06.701143049Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:14:06.701143049Z,rerun-unidirectional- 0.7,2024-04-26T20:14:06.701143049Z,{},2024-04-26T20:04:18.310075347Z,game failed,2024-04-26T20:19:08.797585804Z,01HWE04D7HG8WPS947BZ7BE11D,2024-04-26T20:04:18.129942633Z,2,2024-04-26T20:05:17.377848295Z,,,,,,,,,,,,
01HWE04YAH83J87T952MNFCZDG,5738efa867421f000f18eb7e,2024-04-26T20:04:35.281677401Z,01HWDZAKR70RW3EAE4M8GPQY4F,2024-04-26T20:13:03.697918568Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:13:03.697918568Z,rerun-unidirectional- 0.7,2024-04-26T20:13:03.697918568Z,{},2024-04-26T20:04:35.608550097Z,game ended,2024-04-26T20:24:10.171586918Z,01HWE04XPVQDY6KKF1E7WM9ZZN,2024-04-26T20:04:35.281677401Z,4,2024-04-26T20:11:18.218512513Z,true,2024-04-26T20:13:20.291258433Z,1,2024-04-26T20:25:48.770933185Z,player 1,2024-04-26T20:14:06.801336491Z,01HWE0ETRWKJPKY6P83MN337X3,2024-04-26T20:23:27.89589473Z,"{""age"":""35"",""gender"":""Female"",""strength"":""I told others what I could see"",""fair"":""Yes."",""feedback"":"""",""education"":""master"",""teammates"":""I do believe they were telling the truth about what they could see. "",""notes"":""I kept a mental note of the overall numbers. "",""politics"":""N/A"",""geo"":""Italian"",""ethnicity"":""White""}",2024-04-26T20:25:48.765372424Z,"[""🐇"",""🐇"",""🐇"",""                                   ""]",2024-04-26T20:14:06.801336491Z
01HWE05ADYMWRMK184QF4PKYSH,5f1cf0854f5d3b5e7cb74340,2024-04-26T20:04:47.678491786Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:08:15.977173642Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:08:15.977173642Z,rerun-unidirectional- 0.7,2024-04-26T20:08:15.977173642Z,{},2024-04-26T20:04:47.844101705Z,game ended,2024-04-26T20:20:10.19570435Z,01HWE05A4FJQBKZ2VX6ZM4W8EK,2024-04-26T20:04:47.678491786Z,4,2024-04-26T20:08:46.944653099Z,true,2024-04-26T20:09:37.437041079Z,1,2024-04-26T20:22:40.93442652Z,player 1,2024-04-26T20:10:08.423946409Z,01HWE05B6BS0Q3T43SBS81NNMJ,2024-04-26T20:19:26.205742296Z,"{""age"":""34"",""gender"":""male"",""strength"":""Noticing patterns and remembering how to identify a rabbit or a squirrel."",""fair"":""I'd say the pay is reasonable. I think these days $15 is the minimum pay should be for time spent working."",""feedback"":""Everything worked well, however before the game itself started I had to refresh that page since it stayed blank for a while."",""education"":""high-school"",""teammates"":""They all seemed to be agreeing and working well with each other."",""notes"":""No, I just remembered which they said they had more of each time."",""politics"":""democrat"",""geo"":""United States"",""ethnicity"":""white""}",2024-04-26T20:22:40.941565809Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐿️""]",2024-04-26T20:10:08.423946409Z
01HWE05B6BS0Q3T43SBS81NNMJ,5ea9de15df734413226d7f0d,2024-04-26T20:04:48.459526293Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:08:15.977173642Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:08:15.977173642Z,rerun-unidirectional- 0.7,2024-04-26T20:08:15.977173642Z,{},2024-04-26T20:04:48.691898061Z,game ended,2024-04-26T20:20:10.19570435Z,01HWE05AWEJH7P4B9NRDDM95Z6,2024-04-26T20:04:48.459526293Z,4,2024-04-26T20:09:26.549275697Z,true,2024-04-26T20:09:31.671363581Z,1,2024-04-26T20:22:35.963617608Z,player 2,2024-04-26T20:10:08.423946409Z,01HWE074HRK1X9TA5Y6F777R4Y,2024-04-26T20:19:26.205742296Z,"{""age"":""22"",""gender"":""female"",""strength"":""i was strong in compiling the group's messages to determine the ratio of rabbits to squirrels"",""fair"":""yes"",""feedback"":""no problems were encountered, and i thought the game was fun!"",""education"":""bachelor"",""teammates"":""i feel like my teammates were pretty good co-players, and i feel like they had no incentive to lie so therefore told the truth"",""notes"":""no. i took a mental note though (in my head i kept in mind what numbers my teammates were saying)"",""politics"":""left (liberal)"",""geo"":""canada"",""ethnicity"":""white""}",2024-04-26T20:22:35.952079282Z,"[""                                   "",""🐇"",""🐇"",""🐇"",""🐇""]",2024-04-26T20:10:08.423946409Z
01HWE063PSM9FMEEXDBJ44MDBM,5fbead0dc32181085395e4b3,2024-04-26T20:05:13.561144744Z,01HWE0MQJ0Y51NQYEGTD92FBPG,2024-04-26T20:14:06.701143049Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:14:06.701143049Z,rerun-unidirectional- 0.7,2024-04-26T20:14:06.701143049Z,{},2024-04-26T20:05:13.856549519Z,game failed,2024-04-26T20:19:08.797585804Z,01HWE06338BMSJ9V1CJW1KKHZP,2024-04-26T20:05:13.561144744Z,,,,,,,,,,,,,,
01HWE0708XWBDCHCFEVP62Y8W0,65ee5d07466760163e01c72f,2024-04-26T20:05:42.813417909Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:05:42.822783599Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:05:42.822783599Z,rerun-unidirectional- 0.7,2024-04-26T20:05:42.822783599Z,{},2024-04-26T20:05:43.017970329Z,game ended,2024-04-26T20:19:11.992139975Z,01HWE06ZX9DP7B9AB5MHBMZNH2,2024-04-26T20:05:42.813417909Z,4,2024-04-26T20:07:17.601250284Z,true,2024-04-26T20:07:27.442401752Z,1,2024-04-26T20:20:30.834485806Z,player 2,2024-04-26T20:08:16.066482676Z,01HWE07RP3NFKJ2B7A0524BCEZ,2024-04-26T20:18:15.00641557Z,"{""age"":""43"",""gender"":""male"",""strength"":""decent"",""fair"":""yes i think so"",""feedback"":"""",""education"":""high-school"",""teammates"":""no, i dont think so"",""notes"":""no"",""politics"":""republican"",""geo"":""u.s"",""ethnicity"":""white""}",2024-04-26T20:20:30.829267358Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐇""]",2024-04-26T20:08:16.066482676Z
01HWE074HRK1X9TA5Y6F777R4Y,612faedae9ff56b775e3cee5,2024-04-26T20:05:47.192495848Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:08:15.977173642Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:08:15.977173642Z,rerun-unidirectional- 0.7,2024-04-26T20:08:15.977173642Z,{},2024-04-26T20:05:47.585786006Z,game ended,2024-04-26T20:20:10.19570435Z,01HWE073WFSVMFQZDAQ53QEZR3,2024-04-26T20:05:47.192495848Z,4,2024-04-26T20:09:43.877264727Z,true,2024-04-26T20:10:08.252049454Z,1,2024-04-26T20:23:29.04996701Z,player 3,2024-04-26T20:10:08.423946409Z,01HWE07RD5CTTN9C98NZEA958Z,2024-04-26T20:19:26.205742296Z,"{""age"":""33"",""gender"":""woman"",""strength"":""pretty good, didnt have to do much. same 5 rabbits and 3 squirrels. "",""fair"":""i think so, wait whats the exchange rate??"",""feedback"":""same animals in my 'window' became boring"",""education"":""high-school"",""teammates"":""i assume they were telling the truth, didn't think otherwise. "",""notes"":""yes"",""politics"":""N/A"",""geo"":""United Kingdom"",""ethnicity"":""british ""}",2024-04-26T20:23:29.042246301Z,"[""                                   "",""🐇"",""🐿️"",""🐇"",""🐇"",""🐿️"",""🐇"",""🐿️"",""🐇""]",2024-04-26T20:10:08.423946409Z
01HWE07RD5CTTN9C98NZEA958Z,5a0706e479f96a0001c72c82,2024-04-26T20:06:07.525796012Z,01HWDZAQTA0P9K0JJKTG94QYQD,2024-04-26T20:08:15.977173642Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:08:15.977173642Z,rerun-unidirectional- 0.7,2024-04-26T20:08:15.977173642Z,{},2024-04-26T20:06:07.881863668Z,game ended,2024-04-26T20:20:10.19570435Z,01HWE07QQSPX11YPFD2TQX2WEN,2024-04-26T20:06:07.525796012Z,4,2024-04-26T20:09:45.624117084Z,true,2024-04-26T20:09:59.833520559Z,1,2024-04-26T20:22:57.894257966Z,player 4,2024-04-26T20:10:08.423946409Z,01HWE05ADYMWRMK184QF4PKYSH,2024-04-26T20:19:26.205742296Z,"{""age"":""40"",""gender"":""m"",""strength"":""keeping up morale"",""fair"":""i can't remember. just doing it as i'm ill and bored"",""feedback"":""it was a bit maddening in a sort of sweet way"",""education"":""other"",""teammates"":""i think i was slow to realise i could communicate more than just what was in my window"",""notes"":""not on paper. only realised half way that sometimes there was more than one message to read."",""politics"":""rabbit"",""geo"":""United Kingdom"",""ethnicity"":""white british""}",2024-04-26T20:22:57.886636237Z,"[""🐇"",""🐿️"",""                                   "",""🐇"",""🐇""]",2024-04-26T20:10:08.423946409Z
01HWE07RP3NFKJ2B7A0524BCEZ,660a55821c6200291a1a8795,2024-04-26T20:06:07.811779611Z,01HWDZAS82QZ7JN5BP0ER4FHFT,2024-04-26T20:06:07.822257542Z,"{""condition"":""unidirectional"",""opinion"":""slider"",""playerCount"":4,""trueP"":0.7}",2024-04-26T20:06:07.822257542Z,rerun-unidirectional- 0.7,2024-04-26T20:06:07.822257542Z,{},2024-04-26T20:06:08.021221948Z,game ended,2024-04-26T20:19:11.992139975Z,01HWE07R9N2GTB2ASNS1RJ2CRS,2024-04-26T20:06:07.811779611Z,4,2024-04-26T20:08:06.913403561Z,true,2024-04-26T20:08:10.313497829Z,1,2024-04-26T20:19:44.306099835Z,player 3,2024-04-26T20:08:16.066482676Z,01HWE088VPENM3R5H4W1S2ZNHC,2024-04-26T20:18:15.00641557Z,"{""age"":""23"",""gender"":""Female"",""strength"":"""",""fair"":"""",""feedback"":"""",""education"":""bachelor"",""teammates"":""Somewhat"",""notes"":""Yes"",""politics"":""N/A"",""geo"":"""",""ethnicity"":""White""}",2024-04-26T20:19:44.298743812Z,"[""                                   "",""🐇"",""🐿️"",""🐿️"",""🐿️"",""🐇"",""🐇"",""🐿️""]",2024-04-26T20:08:16.066482676Z
