id,ended,endedLastChangedAt,name,nameLastChangedAt,start,startLastChangedAt,index,indexLastChangedAt,stageIndex,stageIndexLastChangedAt,task,taskLastChangedAt,gameID,gameIDLastChangedAt,batchID,batchIDLastChangedAt,idx,idxLastChangedAt
01HNDDGESX3ZZP4MF1X5VCS8E6,true,2024-01-30T14:51:15.870760131Z,Round 5 / 9,2024-01-30T14:48:56.893953632Z,true,2024-01-30T14:50:55.460894806Z,4,2024-01-30T14:48:56.893953632Z,1,2024-01-30T14:48:57.013532853Z,Chat,2024-01-30T14:48:56.893953632Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:48:56.893953632Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:48:56.893953632Z,5,2024-01-30T14:48:56.893953632Z
01HNDDGESZ8VKBASTVWWVB26GP,true,2024-01-30T14:51:52.222130183Z,Round 7 / 9,2024-01-30T14:48:56.895728366Z,true,2024-01-30T14:51:30.230489827Z,6,2024-01-30T14:48:56.895728366Z,1,2024-01-30T14:48:56.978671447Z,Chat,2024-01-30T14:48:56.895728366Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:48:56.895728366Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:48:56.895728366Z,7,2024-01-30T14:48:56.895728366Z
01HNDDGET4FCAAVY8AQ4RA6DWZ,true,2024-01-30T14:52:22.333202267Z,Round 8 / 9,2024-01-30T14:48:56.900439827Z,true,2024-01-30T14:51:52.237832188Z,7,2024-01-30T14:48:56.900439827Z,1,2024-01-30T14:48:57.019140224Z,Chat,2024-01-30T14:48:56.900439827Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:48:56.900439827Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:48:56.900439827Z,8,2024-01-30T14:48:56.900439827Z
01HNDDGET6M5XSGY814G90RQF4,true,2024-01-30T14:51:30.2183292Z,Round 6 / 9,2024-01-30T14:48:56.902386631Z,true,2024-01-30T14:51:15.883484759Z,5,2024-01-30T14:48:56.902386631Z,1,2024-01-30T14:48:57.03544222Z,Chat,2024-01-30T14:48:56.902386631Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:48:56.902386631Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:48:56.902386631Z,6,2024-01-30T14:48:56.902386631Z
01HNDDGET8G86MBQ84WT0G61SS,true,2024-01-30T14:52:36.171903797Z,Round 9 / 9,2024-01-30T14:48:56.904165516Z,true,2024-01-30T14:52:22.349880885Z,8,2024-01-30T14:48:56.904165516Z,1,2024-01-30T14:48:57.03544222Z,Chat,2024-01-30T14:48:56.904165516Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:48:56.904165516Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:48:56.904165516Z,9,2024-01-30T14:48:56.904165516Z
01HNDDGETD78R83GFFFAG1CB1X,true,2024-01-30T14:50:55.444741466Z,Round 4 / 9,2024-01-30T14:48:56.909965816Z,true,2024-01-30T14:50:25.344856817Z,3,2024-01-30T14:48:56.909965816Z,1,2024-01-30T14:48:57.019140224Z,Chat,2024-01-30T14:48:56.909965816Z,01HNDD7D7ZEXD82FCB8N5WJ2G0,2024-01-30T14:48:56.909965816Z,01HNDD7D7K1SB8JVBQNAXA59EA,2024-01-30T14:48:56.909965816Z,4,2024-01-30T14:48:56.909965816Z
01HNDDGKHZZ73WFR77W0N65ZTJ,true,2024-01-30T14:49:59.162703118Z,Round 1 / 9,2024-01-30T14:49:01.759601294Z,true,2024-01-30T14:49:01.993824602Z,0,2024-01-30T14:49:01.759601294Z,2,2024-01-30T14:49:01.850986007Z,Chat,2024-01-30T14:49:01.759601294Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.759601294Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.759601294Z,1,2024-01-30T14:49:01.759601294Z
01HNDDGKJ3P36JHDPRY3JQDBVY,true,2024-01-30T14:50:51.510083658Z,Round 2 / 9,2024-01-30T14:49:01.763293091Z,true,2024-01-30T14:49:59.174214705Z,1,2024-01-30T14:49:01.763293091Z,2,2024-01-30T14:49:01.903903854Z,Chat,2024-01-30T14:49:01.763293091Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.763293091Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.763293091Z,2,2024-01-30T14:49:01.763293091Z
01HNDDGKJ5TPY0YJW0BVR0DD1N,true,2024-01-30T14:51:51.69799557Z,Round 3 / 9,2024-01-30T14:49:01.765847057Z,true,2024-01-30T14:50:51.523581018Z,2,2024-01-30T14:49:01.765847057Z,2,2024-01-30T14:49:01.921820917Z,Chat,2024-01-30T14:49:01.765847057Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.765847057Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.765847057Z,3,2024-01-30T14:49:01.765847057Z
01HNDDGKJ8RW00QJ8KVNEY53JN,true,2024-01-30T14:52:51.888748129Z,Round 4 / 9,2024-01-30T14:49:01.768753472Z,true,2024-01-30T14:51:51.712682756Z,3,2024-01-30T14:49:01.768753472Z,2,2024-01-30T14:49:01.917959523Z,Chat,2024-01-30T14:49:01.768753472Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.768753472Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.768753472Z,4,2024-01-30T14:49:01.768753472Z
01HNDDGKJBVNHMC3E04DV96RDX,true,2024-01-30T14:53:32.678410859Z,Round 5 / 9,2024-01-30T14:49:01.77174487Z,true,2024-01-30T14:52:51.90537153Z,4,2024-01-30T14:49:01.77174487Z,2,2024-01-30T14:49:01.921820917Z,Chat,2024-01-30T14:49:01.77174487Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.77174487Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.77174487Z,5,2024-01-30T14:49:01.77174487Z
01HNDDGKJF6MKHQH2MGG3RG0H5,true,2024-01-30T14:54:23.391029777Z,Round 6 / 9,2024-01-30T14:49:01.775665044Z,true,2024-01-30T14:53:32.692709363Z,5,2024-01-30T14:49:01.775665044Z,2,2024-01-30T14:49:02.043038853Z,Chat,2024-01-30T14:49:01.775665044Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.775665044Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.775665044Z,6,2024-01-30T14:49:01.775665044Z
01HNDDGKJJQC1R3GTS2Q5EBDCX,true,2024-01-30T14:55:23.600642577Z,Round 7 / 9,2024-01-30T14:49:01.778414022Z,true,2024-01-30T14:54:23.408500977Z,6,2024-01-30T14:49:01.778414022Z,2,2024-01-30T14:49:02.036977856Z,Chat,2024-01-30T14:49:01.778414022Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.778414022Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.778414022Z,7,2024-01-30T14:49:01.778414022Z
01HNDDGKJMFY43M1KX1EH7A61H,true,2024-01-30T14:56:19.615516071Z,Round 8 / 9,2024-01-30T14:49:01.780832937Z,true,2024-01-30T14:55:23.619888121Z,7,2024-01-30T14:49:01.780832937Z,2,2024-01-30T14:49:01.862265824Z,Chat,2024-01-30T14:49:01.780832937Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.780832937Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.780832937Z,8,2024-01-30T14:49:01.780832937Z
01HNDDGKJR0HYEZP2C8Q67NE8C,true,2024-01-30T14:57:01.007444512Z,Round 9 / 9,2024-01-30T14:49:01.784113543Z,true,2024-01-30T14:56:19.634965883Z,8,2024-01-30T14:49:01.784113543Z,2,2024-01-30T14:49:01.870004041Z,Chat,2024-01-30T14:49:01.784113543Z,01HNDD7DD6BJR4V35QYQZTFKFC,2024-01-30T14:49:01.784113543Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:49:01.784113543Z,9,2024-01-30T14:49:01.784113543Z
01HNDDJCYHZ8DTCBQBEEFMCFA2,true,2024-01-30T14:52:01.184743669Z,Round 2 / 9,2024-01-30T14:50:00.530806012Z,true,2024-01-30T14:51:01.028256912Z,1,2024-01-30T14:50:00.530806012Z,2,2024-01-30T14:50:00.650152336Z,Chat,2024-01-30T14:50:00.530806012Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.530806012Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.530806012Z,2,2024-01-30T14:50:00.530806012Z
01HNDDJCYS7WR8CE8BGTKCWBXY,true,2024-01-30T14:51:01.014926385Z,Round 1 / 9,2024-01-30T14:50:00.537845095Z,true,2024-01-30T14:50:00.754699217Z,0,2024-01-30T14:50:00.537845095Z,2,2024-01-30T14:50:00.618615815Z,Chat,2024-01-30T14:50:00.537845095Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.537845095Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.537845095Z,1,2024-01-30T14:50:00.537845095Z
01HNDDJCYXGVNHEKK40EZ2ZK6J,true,2024-01-30T14:52:53.421961638Z,Round 3 / 9,2024-01-30T14:50:00.541405184Z,true,2024-01-30T14:52:01.199209678Z,2,2024-01-30T14:50:00.541405184Z,2,2024-01-30T14:50:00.645082062Z,Chat,2024-01-30T14:50:00.541405184Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.541405184Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.541405184Z,3,2024-01-30T14:50:00.541405184Z
01HNDDJCYZ6ESW1AJF3R51SBPW,true,2024-01-30T14:53:46.99903687Z,Round 4 / 9,2024-01-30T14:50:00.543564091Z,true,2024-01-30T14:52:53.437553476Z,3,2024-01-30T14:50:00.543564091Z,2,2024-01-30T14:50:00.656051934Z,Chat,2024-01-30T14:50:00.543564091Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.543564091Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.543564091Z,4,2024-01-30T14:50:00.543564091Z
01HNDDJCZ28JMW0YDDSMYT2A9M,true,2024-01-30T14:55:28.482449996Z,Round 6 / 9,2024-01-30T14:50:00.546891642Z,true,2024-01-30T14:54:38.103823244Z,5,2024-01-30T14:50:00.546891642Z,2,2024-01-30T14:50:00.618615815Z,Chat,2024-01-30T14:50:00.546891642Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.546891642Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.546891642Z,6,2024-01-30T14:50:00.546891642Z
01HNDDJCZ5NV7FNW72RXCH8J8G,true,2024-01-30T14:56:10.528776725Z,Round 7 / 9,2024-01-30T14:50:00.549043514Z,true,2024-01-30T14:55:28.499850602Z,6,2024-01-30T14:50:00.549043514Z,2,2024-01-30T14:50:00.679130295Z,Chat,2024-01-30T14:50:00.549043514Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.549043514Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.549043514Z,7,2024-01-30T14:50:00.549043514Z
01HNDDJCZ624HK0F661R9EZDQW,true,2024-01-30T14:54:38.085150291Z,Round 5 / 9,2024-01-30T14:50:00.550810333Z,true,2024-01-30T14:53:47.016961373Z,4,2024-01-30T14:50:00.550810333Z,2,2024-01-30T14:50:00.62452471Z,Chat,2024-01-30T14:50:00.550810333Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.550810333Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.550810333Z,5,2024-01-30T14:50:00.550810333Z
01HNDDJCZCTYTXXAVNER50EMPN,true,2024-01-30T14:57:37.458588732Z,Round 9 / 9,2024-01-30T14:50:00.557007928Z,true,2024-01-30T14:56:54.76402222Z,8,2024-01-30T14:50:00.557007928Z,2,2024-01-30T14:50:00.673411029Z,Chat,2024-01-30T14:50:00.557007928Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.557007928Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.557007928Z,9,2024-01-30T14:50:00.557007928Z
01HNDDJCZFQZMJDFTW3AB9T6H3,true,2024-01-30T14:56:54.747477648Z,Round 8 / 9,2024-01-30T14:50:00.559199235Z,true,2024-01-30T14:56:10.546572865Z,7,2024-01-30T14:50:00.559199235Z,2,2024-01-30T14:50:00.718308437Z,Chat,2024-01-30T14:50:00.559199235Z,01HNDD7DJAB5GE8C0QTZC8S0GH,2024-01-30T14:50:00.559199235Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:50:00.559199235Z,8,2024-01-30T14:50:00.559199235Z
01HNDDPTBGCV1CCGWCFZVCAQ3X,true,2024-01-30T14:53:25.828908766Z,Round 2 / 9,2024-01-30T14:52:25.328231481Z,true,2024-01-30T14:52:55.729148512Z,1,2024-01-30T14:52:25.328231481Z,1,2024-01-30T14:52:25.435943631Z,Chat,2024-01-30T14:52:25.328231481Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.328231481Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.328231481Z,2,2024-01-30T14:52:25.328231481Z
01HNDDPTBKAGK25SA6HNRR49SH,true,2024-01-30T14:53:55.967649089Z,Round 3 / 9,2024-01-30T14:52:25.331606197Z,true,2024-01-30T14:53:25.843293391Z,2,2024-01-30T14:52:25.331606197Z,1,2024-01-30T14:52:25.433506746Z,Chat,2024-01-30T14:52:25.331606197Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.331606197Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.331606197Z,3,2024-01-30T14:52:25.331606197Z
01HNDDPTBPY6M04TJW17TVA5YY,true,2024-01-30T14:54:21.659854366Z,Round 4 / 9,2024-01-30T14:52:25.334618711Z,true,2024-01-30T14:53:55.985269766Z,3,2024-01-30T14:52:25.334618711Z,1,2024-01-30T14:52:25.400797692Z,Chat,2024-01-30T14:52:25.334618711Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.334618711Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.334618711Z,4,2024-01-30T14:52:25.334618711Z
01HNDDPTBSWJB4HZTDAK5E8C66,true,2024-01-30T14:54:43.156268218Z,Round 5 / 9,2024-01-30T14:52:25.337945139Z,true,2024-01-30T14:54:21.678388852Z,4,2024-01-30T14:52:25.337945139Z,1,2024-01-30T14:52:25.406831628Z,Chat,2024-01-30T14:52:25.337945139Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.337945139Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.337945139Z,5,2024-01-30T14:52:25.337945139Z
01HNDDPTBWT2D8F0WQ6K4TD0CD,true,2024-01-30T14:52:55.714178795Z,Round 1 / 9,2024-01-30T14:52:25.34071833Z,true,2024-01-30T14:52:25.538986689Z,0,2024-01-30T14:52:25.34071833Z,1,2024-01-30T14:52:25.400797692Z,Chat,2024-01-30T14:52:25.34071833Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.34071833Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.34071833Z,1,2024-01-30T14:52:25.34071833Z
01HNDDPTBZ5VZKEK66AGG973RM,true,2024-01-30T14:55:21.878733189Z,Round 8 / 9,2024-01-30T14:52:25.343318715Z,true,2024-01-30T14:55:10.697352561Z,7,2024-01-30T14:52:25.343318715Z,1,2024-01-30T14:52:25.449225607Z,Chat,2024-01-30T14:52:25.343318715Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.343318715Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.343318715Z,8,2024-01-30T14:52:25.343318715Z
01HNDDPTC2VT87SHKJX5018942,true,2024-01-30T14:55:10.678777864Z,Round 7 / 9,2024-01-30T14:52:25.346263566Z,true,2024-01-30T14:54:59.302615504Z,6,2024-01-30T14:52:25.346263566Z,1,2024-01-30T14:52:25.415770225Z,Chat,2024-01-30T14:52:25.346263566Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.346263566Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.346263566Z,7,2024-01-30T14:52:25.346263566Z
01HNDDPTC57EPSEJ7ANG5MQYFH,true,2024-01-30T14:54:59.284685493Z,Round 6 / 9,2024-01-30T14:52:25.350020243Z,true,2024-01-30T14:54:43.175575285Z,5,2024-01-30T14:52:25.350020243Z,1,2024-01-30T14:52:25.400797692Z,Chat,2024-01-30T14:52:25.350020243Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.350020243Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.350020243Z,6,2024-01-30T14:52:25.350020243Z
01HNDDPTC97M836RRH7FJHKSKH,true,2024-01-30T14:55:52.007636638Z,Round 9 / 9,2024-01-30T14:52:25.353771497Z,true,2024-01-30T14:55:21.899910601Z,8,2024-01-30T14:52:25.353771497Z,1,2024-01-30T14:52:25.400797692Z,Chat,2024-01-30T14:52:25.353771497Z,01HNDD7DD77N4FH8ST3K0GR846,2024-01-30T14:52:25.353771497Z,01HNDD7DCWA2H12T80JVFYY4MB,2024-01-30T14:52:25.353771497Z,9,2024-01-30T14:52:25.353771497Z
01HNDDSFMTMSDJJ53WV49JSN8E,true,2024-01-30T14:54:23.086135302Z,Round 1 / 9,2024-01-30T14:53:52.666160582Z,true,2024-01-30T14:53:52.86505976Z,0,2024-01-30T14:53:52.666160582Z,1,2024-01-30T14:53:52.779124492Z,Chat,2024-01-30T14:53:52.666160582Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.666160582Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.666160582Z,1,2024-01-30T14:53:52.666160582Z
01HNDDSFMYRZDJ2YENH8MH4WJ1,true,2024-01-30T14:54:39.05201079Z,Round 2 / 9,2024-01-30T14:53:52.670128512Z,true,2024-01-30T14:54:23.103911143Z,1,2024-01-30T14:53:52.670128512Z,1,2024-01-30T14:53:52.80163736Z,Chat,2024-01-30T14:53:52.670128512Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.670128512Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.670128512Z,2,2024-01-30T14:53:52.670128512Z
01HNDDSFN3K52VMYWGKDVGRN9K,true,2024-01-30T14:55:00.640866624Z,Round 3 / 9,2024-01-30T14:53:52.675744252Z,true,2024-01-30T14:54:39.069751854Z,2,2024-01-30T14:53:52.675744252Z,1,2024-01-30T14:53:52.80163736Z,Chat,2024-01-30T14:53:52.675744252Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.675744252Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.675744252Z,3,2024-01-30T14:53:52.675744252Z
01HNDDSFN7TSJV67HBECAH63MY,true,2024-01-30T14:55:30.777544182Z,Round 4 / 9,2024-01-30T14:53:52.679685954Z,true,2024-01-30T14:55:00.655221983Z,3,2024-01-30T14:53:52.679685954Z,1,2024-01-30T14:53:52.80163736Z,Chat,2024-01-30T14:53:52.679685954Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.679685954Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.679685954Z,4,2024-01-30T14:53:52.679685954Z
01HNDDSFNA4XCZQTVHRKD2RYN8,true,2024-01-30T14:55:51.054764675Z,Round 6 / 9,2024-01-30T14:53:52.6830095Z,true,2024-01-30T14:55:40.289092077Z,5,2024-01-30T14:53:52.6830095Z,1,2024-01-30T14:53:52.764970269Z,Chat,2024-01-30T14:53:52.6830095Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.6830095Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.6830095Z,6,2024-01-30T14:53:52.6830095Z
01HNDDSFNENJYPN55ZCGRK0SCS,true,2024-01-30T14:55:40.268002038Z,Round 5 / 9,2024-01-30T14:53:52.686848831Z,true,2024-01-30T14:55:30.797041813Z,4,2024-01-30T14:53:52.686848831Z,1,2024-01-30T14:53:52.764970269Z,Chat,2024-01-30T14:53:52.686848831Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.686848831Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.686848831Z,5,2024-01-30T14:53:52.686848831Z
01HNDDSFNJAFWG4KKRH2VNGCGZ,true,2024-01-30T14:56:01.306741373Z,Round 7 / 9,2024-01-30T14:53:52.690436765Z,true,2024-01-30T14:55:51.07404688Z,6,2024-01-30T14:53:52.690436765Z,1,2024-01-30T14:53:52.840307878Z,Chat,2024-01-30T14:53:52.690436765Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.690436765Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.690436765Z,7,2024-01-30T14:53:52.690436765Z
01HNDDSFNN7QGZ0CFVJWGDYPD2,true,2024-01-30T14:56:09.181033291Z,Round 8 / 9,2024-01-30T14:53:52.693753514Z,true,2024-01-30T14:56:01.328578632Z,7,2024-01-30T14:53:52.693753514Z,1,2024-01-30T14:53:52.771424815Z,Chat,2024-01-30T14:53:52.693753514Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.693753514Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.693753514Z,8,2024-01-30T14:53:52.693753514Z
01HNDDSFNSR5M3HV28ASBMVVCD,true,2024-01-30T14:56:31.134259027Z,Round 9 / 9,2024-01-30T14:53:52.697281882Z,true,2024-01-30T14:56:09.200246787Z,8,2024-01-30T14:53:52.697281882Z,1,2024-01-30T14:53:52.913206326Z,Chat,2024-01-30T14:53:52.697281882Z,01HNDD7DJBQ1ER65PMZ2MP5W97,2024-01-30T14:53:52.697281882Z,01HNDD7DJ1NA0SSKZ1VHEG0W37,2024-01-30T14:53:52.697281882Z,9,2024-01-30T14:53:52.697281882Z
01HNDDVKWCGQZ048WRDH6A7Y1N,true,2024-01-30T14:55:28.475535799Z,Round 1 / 9,2024-01-30T14:55:02.540967084Z,true,2024-01-30T14:55:02.905480705Z,0,2024-01-30T14:55:02.540967084Z,1,2024-01-30T14:55:02.742083373Z,Chat,2024-01-30T14:55:02.540967084Z,01HNDD7DR49JF9BCZN05Z2MFQW,2024-01-30T14:55:02.540967084Z,01HNDD7DQT9S31Q4XW46981XTQ,2024-01-30T14:55:02.540967084Z,1,2024-01-30T14:55:02.540967084Z
01HNDDVKWH78J0XVYA2KKWMVH1,true,2024-01-30T14:56:57.514364662Z,Round 7 / 9,2024-01-30T14:55:02.545937368Z,true,2024-01-30T14:56:49.900824782Z,6,2024-01-30T14:55:02.545937368Z,1,2024-01-30T14:55:02.754281537Z,Chat,2024-01-30T14:55:02.545937368Z,01HNDD7DR49JF9BCZN05Z2MFQW,2024-01-30T14:55:02.545937368Z,01HNDD7DQT9S31Q4XW46981XTQ,2024-01-30T14:55:02.545937368Z,7,2024-01-30T14:55:02.545937368Z
01HNDDVKWQXNZ1FV99XRVYPFNM,true,2024-01-30T14:55:43.490322939Z,Round 2 / 9,2024-01-30T14:55:02.551966347Z,true,2024-01-30T14:55:28.494474283Z,1,2024-01-30T14:55:02.551966347Z,1,2024-01-30T14:55:02.652832889Z,Chat,2024-01-30T14:55:02.551966347Z,01HNDD7DR49JF9BCZN05Z2MFQW,2024-01-30T14:55:02.551966347Z,01HNDD7DQT9S31Q4XW46981XTQ,2024-01-30T14:55:02.551966347Z,2,2024-01-30T14:55:02.551966347Z
01HNDDVKWYNSN5MG62ZHHJSYN3,true,2024-01-30T14:55:57.618251438Z,Round 3 / 9,2024-01-30T14:55:02.558441245Z,true,2024-01-30T14:55:43.511197428Z,2,2024-01-30T14:55:02.558441245Z,1,2024-01-30T14:55:02.799782988Z,Chat,2024-01-30T14:55:02.558441245Z,01HNDD7DR49JF9BCZN05Z2MFQW,2024-01-30T14:55:02.558441245Z,01HNDD7DQT9S31Q4XW46981XTQ,2024-01-30T14:55:02.558441245Z,3,2024-01-30T14:55:02.558441245Z
01HNDDVKX37S6ZFNJEMK6CBKED,true,2024-01-30T14:56:09.321961482Z,Round 4 / 9,2024-01-30T14:55:02.563090613Z,true,2024-01-30T14:55:57.63588574Z,3,2024-01-30T14:55:02.563090613Z,1,2024-01-30T14:55:02.652832889Z,Chat,2024-01-30T14:55:02.563090613Z,01HNDD7DR49JF9BCZN05Z2MFQW,2024-01-30T14:55:02.563090613Z,01HNDD7DQT9S31Q4XW46981XTQ,2024-01-30T14:55:02.563090613Z,4,2024-01-30T14:55:02.563090613Z
01HNDDVKX9T3VS1VZ7FPX7KTHB,true,2024-01-30T14:56:39.461543891Z,Round 5 / 9,2024-01-30T14:55:02.569495383Z,true,2024-01-30T14:56:09.339563019Z,4,2024-01-30T14:55:02.569495383Z,1,2024-01-30T14:55:02.799782988Z,Chat,2024-01-30T14:55:02.569495383Z,01HNDD7DR49JF9BCZN05Z2MFQW,2024-01-30T14:55:02.569495383Z,01HNDD7DQT9S31Q4XW46981XTQ,2024-01-30T14:55:02.569495383Z,5,2024-01-30T14:55:02.569495383Z
